Year,Engine Size (L),Price (EUR),Price (USD)
2017,1.7,41815.2315,49194.39
2019,1.8,40357.1245,47478.97
2013,2.1,56157.5195,66067.67
2016,3.1,19683.263,23156.78
2015,4.5,47209.782,55540.92
2017,3.9,14282.38,16802.8
2010,4.9,34381.7605,40449.13
2013,1.2,22948.0195,26997.67
2014,1.0,15338.9385,18045.81
2019,5.0,52716.082,62018.92
2020,2.7,13720.6745,16141.97
2015,4.1,34721.259,40848.54
2012,1.5,55611.3945,65425.17
2012,3.4,21279.9795,25035.27
2018,3.9,14878.162,17503.72
2015,4.0,34446.352,40525.12
2017,1.1,21920.973,25789.38
2010,4.1,21893.3055,25756.83
2011,1.9,17600.576,20706.56
2011,2.3,26372.4825,31026.45
2018,5.0,22756.268,26772.08
2015,4.0,27815.213,32723.78
2016,3.7,15217.533,17902.98
2016,3.6,18858.848,22186.88
2018,3.9,62039.12,72987.2
2019,2.7,63803.34599999999,75062.76
2019,2.2,62843.747,73933.82
2015,1.9,65900.21949999999,77529.67
2015,4.4,64664.84649999999,76076.29
2016,2.6,66389.913,78105.78
2013,1.9,46825.65,55089.0
2020,4.3,61541.49599999999,72401.76
2017,4.0,31081.7035,36566.71
2015,3.4,50799.604,59764.24
2016,3.5,47691.919,56108.14
2010,2.6,63433.392,74627.52
2012,3.6,64388.0015,75750.59
2015,1.7,15717.214,18490.84
2017,4.6,45860.4835,53953.51
2017,1.4,47091.8955,55402.23
2011,2.4,26310.747,30953.82
2015,4.5,29983.8945,35275.17
2017,4.4,57594.58899999999,67758.34
2013,3.3,54780.3665,64447.49
2015,4.4,60442.157,71108.42
2018,3.5,44970.3805,52906.33
2013,3.2,46760.2935,55012.11
2014,4.8,57683.8475,67863.35
2019,2.3,13976.0655,16442.43
2014,3.1,59802.855,70356.3
2010,3.0,45323.173,53321.38
2014,4.5,22335.7135,26277.31
2020,4.1,54348.932,63939.92
2011,1.2,25648.308,30174.48
2013,4.2,34239.0625,40281.25
2019,2.1,64203.29649999999,75533.29
2015,2.3,43901.45449999999,51648.77
2015,3.3,47457.472,55832.32
2019,3.1,42339.8005,49811.53
2016,4.2,17812.073,20955.38
2012,4.1,60236.25299999999,70866.18
2016,4.0,34343.604,40404.24
2020,4.5,40186.997,47278.82
2011,2.5,39545.23,46523.8
2012,1.7,40265.554,47371.24
2013,4.2,36417.90149999999,42844.59
2017,3.5,54974.855,64676.3
2014,2.9,20122.458,23673.48
2014,3.8,67843.9995,79816.47
2017,2.8,35638.638499999994,41927.81
2010,1.7,49669.631,58434.86
2010,3.7,14699.6365,17293.69
2018,3.9,41503.0435,48827.11
2014,2.4,67555.1525,79476.65
2015,1.1,67378.769,79269.14
2010,4.1,27034.5815,31805.39
2018,1.2,33897.65149999999,39879.59
2015,2.5,32522.1815,38261.39
2017,1.4,38335.6715,45100.79
2011,1.3,29198.8345,34351.57
2010,3.3,15385.875499999998,18101.03
2020,3.7,36954.6,43476.0
2016,2.5,38827.3795,45679.27
2017,1.5,53736.8215,63219.79
2010,4.9,44925.6025,52853.65
2019,1.4,36422.806,42850.36
2018,1.2,22314.3785,26252.21
2014,3.1,64512.399,75896.94
2013,2.7,49305.253,58006.18
2010,2.4,53508.6135,62951.31
2017,1.1,53597.056,63055.36
2010,3.1,16270.4875,19141.75
2012,3.3,29992.0715,35284.79
2012,3.5,25799.1745,30351.97
2010,4.7,25265.6295,29724.27
2019,1.5,18915.118,22253.08
2015,2.9,16839.707,19811.42
2020,4.1,40388.141,47515.46
2011,4.6,58588.681,68927.86
2014,2.8,59126.0085,69560.01
2016,3.5,44549.7665,52411.49
2017,2.9,64065.17149999999,75370.79
2011,2.3,40431.508,47566.48
2010,4.2,58091.0145,68342.37
2019,4.0,46603.8765,54828.09
2019,2.6,42306.285,49772.1
2013,1.1,39710.3935,46718.11
2018,2.2,30373.203,35733.18
2018,3.7,16451.7415,19354.99
2018,2.5,51837.777,60985.62
2012,2.1,65025.8415,76500.99
2012,3.2,59969.9225,70552.85
2011,1.7,43297.2915,50937.99
2020,2.3,18999.8035,22352.71
2018,1.3,40399.599,47528.94
2016,2.3,56625.334,66618.04
2019,1.7,14170.8855,16671.63
2014,3.5,17793.543,20933.58
2017,2.0,39958.126,47009.56
2019,3.2,14157.0985,16655.41
2018,5.0,39166.062,46077.72
2012,4.0,28679.7055,33740.83
2015,2.0,50371.9945,59261.17
2013,3.2,33418.1665,39315.49
2018,1.5,55357.4145,65126.37
2017,4.6,21376.6415,25148.99
2010,1.2,49832.94149999999,58626.99
2016,1.4,15695.819499999998,18465.67
2019,1.1,37596.8855,44231.63
2018,2.3,52361.2665,61601.49
2015,1.6,49531.948,58272.88
2016,3.1,59186.103500000005,69630.71
2019,3.3,20324.6475,23911.35
2013,3.2,30189.637,35517.22
2011,4.1,64133.8345,75451.57
2011,3.6,36874.564,43381.84
2015,3.1,55111.3565,64836.89
2018,1.2,28770.562,33847.72
2019,1.0,30353.5935,35710.11
2010,4.2,37185.2475,43747.35
2016,4.9,22057.517,25950.02
2013,2.8,21636.4185,25454.61
2016,1.9,43448.6,51116.0
2017,1.9,66598.5285,78351.21
2011,3.4,17429.284,20505.04
2010,4.0,39237.4025,46161.65
2012,3.7,22357.108,26302.48
2012,1.1,29983.597,35274.82
2019,4.5,58146.613,68407.78
2020,3.7,32775.473,38559.38
2012,4.4,26853.931,31592.86
2019,3.1,35798.3025,42115.65
2019,4.3,26406.049,31065.94
2018,4.6,30507.1545,35890.77
2016,4.1,22102.312,26002.72
2020,4.8,35915.713,42253.78
2015,2.2,33394.1965,39287.29
2010,4.3,43550.77,51236.2
2012,3.9,18958.638,22304.28
2017,4.2,49825.2575,58617.95
2015,4.9,66933.5645,78745.37
2010,1.2,24834.994,29217.64
2019,5.0,21037.619,24750.14
2014,1.9,54080.434,63624.04
2017,1.9,35603.882,41886.92
2019,4.4,15172.8825,17850.45
2011,1.0,50451.937,59355.22
2020,2.3,48024.983,56499.98
2011,3.5,34346.1625,40407.25
2010,3.8,43282.595,50920.7
2020,5.0,24869.6145,29258.37
2015,2.2,26986.259,31748.54
2010,2.2,26722.844,31438.64
2012,2.7,37759.21,44422.6
2020,1.8,48715.8205,57312.73
2019,1.2,64129.0235,75445.91
2015,3.8,42116.752,49549.12
2010,3.4,46684.83899999999,54923.34
2020,3.6,61865.618,72783.08
2020,1.4,41492.002,48814.12
2016,3.3,15297.3905,17996.93
2012,3.7,27760.9915,32659.99
2010,2.6,50996.617,59996.02
2018,2.3,32950.998,38765.88
2020,2.1,62910.0045,74011.77
2014,4.4,43270.4825,50906.45
2019,1.3,42729.1175,50269.55
2017,4.0,47135.271,55453.26
2019,4.6,40644.654,47817.24
2020,3.7,33416.4835,39313.51
2019,3.0,18090.057,21282.42
2011,4.6,29111.8625,34249.25
2020,3.9,65068.775,76551.5
2011,4.9,19843.7685,23345.61
2012,2.1,28985.773500000003,34100.91
2011,3.0,45499.4205,53528.73
2019,2.4,50755.115,59711.9
2011,2.6,44163.858,51957.48
2011,4.8,13731.58,16154.8
2013,1.6,33076.6705,38913.73
2020,1.4,16548.7095,19469.07
2019,1.9,24062.939,28309.34
2014,4.8,33421.3965,39319.29
2010,1.0,58060.34649999999,68306.29
2011,2.3,42409.1775,49893.15
2013,1.5,20574.318,24205.08
2014,4.3,52361.989,61602.34
2015,2.6,59790.6405,70341.93
2010,3.7,25992.4135,30579.31
2020,3.5,62798.952,73881.12
2016,1.8,37974.787,44676.22
2017,1.2,28867.36,33961.6
2017,4.6,37655.425,44300.5
2019,2.5,19738.6745,23221.97
2014,1.3,13904.6825,16358.45
2012,2.8,63026.701,74149.06
2019,1.8,32715.65,38489.0
2020,3.9,32219.981,37905.86
2018,1.9,60114.3885,70722.81
2020,3.3,49700.979,58471.74
2020,1.6,26451.4815,31119.39
2016,4.6,25205.628,29653.68
2018,4.0,41362.7595,48662.07
2016,1.2,47274.8155,55617.43
2011,4.6,41339.1635,48634.31
2015,2.2,13432.006,15802.36
2010,2.5,18423.206,21674.36
2010,3.7,17583.95,20687.0
2019,1.3,59121.138,69554.28
2014,1.3,49001.0125,57648.25
2020,1.2,13856.4025,16301.65
2020,4.1,32648.542500000003,38410.05
2015,1.2,23489.1635,27634.31
2010,3.4,32568.77,38316.2
2010,3.4,15373.9755,18087.03
2020,3.6,53582.495500000005,63038.23
2017,4.2,40957.845,48185.7
2019,2.8,58131.993,68390.58
2017,1.4,43280.6655,50918.43
2020,2.4,61444.715,72287.9
2015,2.0,51339.541,60399.46
2016,2.4,37897.0715,44584.79
2014,4.5,38557.8955,45362.23
2011,2.2,30889.391,36340.46
2015,2.5,40465.423,47606.38
2019,4.2,32041.345,37695.7
2011,4.7,51306.442,60360.52
2016,2.4,61357.709,72185.54
2010,3.3,44624.575,52499.5
2011,1.2,14531.6765,17096.09
2020,2.9,63644.668,74876.08
2015,4.7,22881.3965,26919.29
2014,2.2,13047.8145,15350.37
2015,3.4,41927.355,49326.3
2017,3.2,34413.652500000004,40486.65
2017,1.0,49012.224,57661.44
2019,3.3,44832.1195,52743.67
2020,4.6,46931.1605,55213.13
2013,1.0,22755.248,26770.88
2012,1.5,60235.369,70865.14
2013,3.5,39335.161,46276.66
2019,3.3,14586.578,17160.68
2019,4.1,30386.395,35748.7
2010,3.9,14813.0605,17427.13
2011,4.8,31374.1035,36910.71
2018,4.0,30677.605000000003,36091.3
2012,3.3,62611.8415,73660.99
2010,3.2,56474.6375,66440.75
2014,2.9,53848.9365,63351.69
2011,4.3,13639.27,16046.2
2013,4.8,63984.84649999999,75276.29
2017,3.6,23129.826,27211.56
2019,3.8,65692.692,77285.52
2015,3.5,53198.117,62586.02
2013,2.8,67956.3695,79948.67
2014,3.6,23583.5305,27745.33
2010,3.7,53750.8805,63236.33
2019,1.2,26514.9595,31194.07
2011,4.0,23907.2275,28126.15
2014,1.2,66959.923,78776.38
2011,2.0,50631.338,59566.28
2010,3.2,42029.2955,49446.23
2015,2.3,40195.837,47289.22
2010,2.9,61567.5825,72432.45
2011,4.3,14187.877,16691.62
2018,2.0,67006.248,78830.88
2011,4.6,62819.794,73905.64
2014,2.0,67926.8235,79913.91
2020,2.8,62109.6785,73070.21
2019,1.9,59123.0845,69556.57
2018,2.4,36312.0595,42720.07
2017,3.8,31232.57,36744.2
2015,3.9,43788.753,51516.18
2013,2.3,65278.30849999999,76798.01
2013,4.4,65694.9785,77288.21
2014,4.8,39680.6775,46683.15
2017,3.5,29220.892,34377.52
2014,4.6,49960.331,58776.86
2018,4.2,65202.8115,76709.19
2019,2.0,14611.67,17190.2
2017,2.7,19611.081,23071.86
2016,4.7,60560.07749999999,71247.15
2020,3.2,39350.40149999999,46294.59
2020,4.4,20423.562,24027.72
2017,1.1,16883.567,19863.02
2020,2.8,55803.4435,65651.11
2011,1.3,15817.6245,18608.97
2014,3.6,26875.0705,31617.73
2014,4.9,65536.275,77101.5
2012,1.8,57549.012,67704.72
2014,1.4,23168.501,27257.06
2010,1.7,23831.382,28036.92
2020,1.3,23696.5635,27878.31
2013,1.2,41941.9665,49343.49
2017,2.4,50711.6885,59660.81
2018,2.7,67146.498,78995.88
2012,3.2,34570.027,40670.62
2013,1.0,31011.179,36483.74
2016,2.9,14489.389,17046.34
2011,1.7,55400.671,65177.26
2010,1.3,26820.2455,31553.23
2011,1.1,41856.7965,49243.29
2018,4.0,47391.0955,55754.23
2016,2.1,25899.568,30470.08
2016,3.5,34913.9115,41075.19
2011,2.4,40307.1615,47420.19
2013,4.4,34445.043,40523.58
2018,1.8,46337.4355,54514.63
2020,2.3,18055.8275,21242.15
2012,4.5,48247.411,56761.66
2017,4.5,36354.7805,42770.33
2015,4.2,17064.9315,20076.39
2010,4.4,19025.754,22383.24
2017,3.5,64068.716,75374.96
2016,2.9,43292.795,50932.7
2017,3.9,22567.687,26550.22
2019,3.8,36645.1915,43111.99
2015,2.0,38747.981,45585.86
2018,1.6,14679.525499999998,17270.03
2010,3.6,34127.7125,40150.25
2019,2.2,29065.665,34194.9
2010,2.3,66735.2255,78512.03
2013,3.8,60472.4255,71144.03
2020,3.1,53844.8395,63346.87
2016,4.4,67776.50099999999,79737.06
2019,1.6,59031.922000000006,69449.32
2010,1.0,37236.7915,43807.99
2012,1.6,29792.2535,35049.71
2015,2.4,35007.3775,41185.15
2010,4.2,44202.7625,52003.25
2018,3.2,15343.1545,18050.77
2019,1.0,56647.4425,66644.05
2012,2.6,62037.3775,72985.15
2020,3.2,42314.6235,49781.91
2010,2.0,35253.4695,41474.67
2020,1.5,19512.0475,22955.35
2010,3.0,50425.20449999999,59323.77
2020,1.8,36431.9945,42861.17
2010,4.2,62612.1985,73661.41
2013,2.1,51510.986,60601.16
2013,3.1,47505.31,55888.6
2018,3.3,18742.7975,22050.35
2012,3.5,40761.835,47955.1
2015,1.1,38235.822,44983.32
2015,1.8,18894.5905,22228.93
2020,4.8,21088.075,24809.5
2015,2.9,20189.1235,23751.91
2019,2.2,26700.421,31412.26
2017,3.3,66462.3925,78191.05
2017,4.7,62322.918,73321.08
2017,4.7,58369.5255,68670.03
2016,4.3,54758.258,64421.48
2011,3.8,66591.142,78342.52
2010,2.4,34738.5565,40868.89
2014,2.3,67692.6485,79638.41
2020,1.1,63302.407,74473.42
2015,1.2,55152.9215,64885.79
2017,4.8,58614.410500000005,68958.13
2015,3.9,54581.798,64213.88
2019,3.1,30179.182,35504.92
2020,2.4,32947.77649999999,38762.09
2018,1.9,53028.9755,62387.03
2013,4.8,65576.5225,77148.85
2013,1.8,15350.268999999998,18059.14
2017,4.5,15731.8765,18508.09
2018,4.3,51593.3595,60698.07
2011,3.9,48973.838,57616.28
2013,1.8,55976.8605,65855.13
2014,2.8,65690.397,77282.82
2012,2.5,51179.945,60211.7
2013,3.8,29720.556,34965.36
2015,2.2,23137.017,27220.02
2014,3.5,67617.7805,79550.33
2019,1.3,23278.5845,27386.57
2018,3.2,30394.2745,35757.97
2016,2.3,54552.813,64179.78
2020,3.5,23196.2705,27289.73
2012,3.9,64568.023,75962.38
2010,1.8,65882.4545,77508.77
2018,1.0,61165.65149999999,71959.59
2012,4.5,46427.7055,54620.83
2020,3.3,35641.928,41931.68
2014,1.1,13564.504,15958.24
2011,3.1,25188.5515,29633.59
2017,5.0,26013.7825,30604.45
2010,1.2,26049.7885,30646.81
2016,4.8,39230.475,46153.5
2013,1.6,34091.443,40107.58
2017,5.0,38414.849,45193.94
2019,1.7,43498.648,51174.88
2015,4.2,47717.623,56138.38
2013,4.3,16732.139499999997,19684.87
2018,1.8,43539.1675,51222.55
2014,2.3,30228.898500000003,35563.41
2020,4.5,64122.9885,75438.81
2019,4.1,28978.7525,34092.65
2014,2.4,62294.5705,73287.73
2014,4.3,42006.83,49419.8
2013,5.0,44592.7255,52462.03
2010,2.9,18127.8395,21326.87
2020,1.4,29911.7125,35190.25
2015,2.3,20218.2785,23786.21
2019,3.1,53031.687,62390.22
2020,3.5,65510.69,77071.4
2012,3.7,20707.5215,24361.79
2019,3.8,54399.6855,63999.63
2013,2.1,16983.085,19980.1
2018,3.5,59516.48999999999,70019.4
2013,3.3,35355.4185,41594.61
2020,2.5,17387.2175,20455.55
2016,2.4,62569.6815,73611.39
2020,4.1,19917.251,23432.06
2017,2.3,32413.951,38134.06
2012,3.3,43630.6105,51330.13
2010,3.5,65890.75899999999,77518.54
2015,3.0,40060.891,47130.46
2011,1.5,25017.5485,29432.41
2017,2.5,38315.2205,45076.73
2017,1.1,40331.2845,47448.57
2013,1.4,21831.3915,25683.99
2011,2.1,13948.678499999998,16410.21
2018,4.6,39139.814,46046.84
2015,3.2,40296.715,47407.9
2016,1.6,15459.357999999998,18187.48
2014,5.0,38620.2685,45435.61
2016,3.7,45569.9705,53611.73
2019,2.0,36789.4875,43281.75
2019,1.4,14245.7025,16759.65
2013,4.0,54296.0195,63877.67
2013,1.8,21351.0395,25118.87
2018,2.2,32687.4385,38455.81
2018,4.0,23922.213,28143.78
2017,3.2,53922.079,63437.74
2019,3.6,54603.66,64239.6
2016,1.3,67165.3595,79018.07
2016,4.7,30482.929499999995,35862.27
2014,2.4,50984.1475,59981.35
2018,1.7,24510.5235,28835.91
2020,2.5,20618.093,24256.58
2020,3.8,46034.4615,54158.19
2017,1.6,56257.3095,66185.07
2011,3.4,47981.48,56448.8
2019,4.8,39285.47,46218.2
2020,1.5,53375.988,62795.28
2014,3.2,18602.5305,21885.33
2015,5.0,27187.199,31984.94
2018,4.0,67158.88249999999,79010.45
2010,1.2,52219.40149999999,61434.59
2018,3.8,65470.281,77023.86
2015,2.5,57705.4375,67888.75
2012,3.3,58949.7015,69352.59
2015,3.1,27016.094,31783.64
2020,3.2,27937.5365,32867.69
2017,2.7,47418.491,55786.46
2016,1.8,55630.0775,65447.15
2018,4.4,23170.5325,27259.45
2014,1.6,62921.3945,74025.17
2016,4.0,63013.985,74134.1
2016,2.6,64726.3865,76148.69
2013,1.3,17291.668999999998,20343.14
2017,1.1,34274.388499999994,40322.81
2015,2.6,17433.534,20510.04
2013,3.4,15955.740999999998,18771.46
2013,4.1,41996.307,49407.42
2015,3.4,21951.862,25825.72
2018,2.6,61826.994,72737.64
2011,2.4,15426.4545,18148.77
2019,1.6,46537.024,54749.44
2010,2.5,41584.907,48923.42
2020,4.3,45335.6255,53336.03
2018,2.0,52509.4555,61775.83
2011,4.8,34005.3295,40006.27
2018,1.7,13708.205,16127.3
2020,3.8,59858.343,70421.58
2020,2.1,58759.59049999999,69128.93
2010,3.1,35386.1715,41630.79
2012,2.7,23520.1715,27670.79
2013,2.5,64067.0755,75373.03
2014,4.6,60118.74049999999,70727.93
2019,3.7,35824.8055,42146.83
2020,1.0,56326.41449999999,66266.37
2013,3.8,39895.1495,46935.47
2013,4.2,32933.2415,38744.99
2011,1.5,13415.9155,15783.43
2010,2.9,63233.098000000005,74391.88
2020,2.5,40203.266,47297.96
2013,1.5,67453.16100000001,79356.66
2015,4.2,56189.35199999999,66105.12
2010,3.4,34370.2515,40435.59
2020,3.5,16356.142,19242.52
2017,2.6,20069.8685,23611.61
2018,5.0,41308.691,48598.46
2016,4.2,61757.4045,72655.77
2019,1.5,55462.7295,65250.27
2017,2.2,20593.0265,24227.09
2010,2.3,17895.6705,21053.73
2020,2.9,48754.827,57358.62
2016,4.0,50249.4245,59116.97
2013,1.9,33665.287,39606.22
2020,2.1,56232.4045,66155.77
2010,4.8,61597.859500000006,72468.07
2012,1.3,60297.351,70938.06
2015,4.8,23924.236,28146.16
2020,5.0,66075.37049999999,77735.73
2013,2.0,24154.9515,28417.59
2011,1.3,56114.0845,66016.57
2010,3.8,63568.576,74786.56
2011,2.2,48519.9975,57082.35
2013,3.4,42384.638,49864.28
2013,3.7,31045.3575,36523.95
2013,4.4,36714.084,43193.04
2017,1.0,41659.7325,49011.45
2017,3.5,25962.128,30543.68
2010,1.8,41653.485,49004.1
2013,4.5,12988.153,15280.18
2015,4.5,27989.5735,32928.91
2012,1.7,44041.8405,51813.93
2017,2.2,54152.497,63708.82
2020,2.5,26102.735,30709.1
2012,4.3,55320.2015,65082.59
2017,3.1,57414.1085,67546.01
2010,1.8,27493.5135,32345.31
2016,1.9,59307.832,69773.92
2015,2.8,50776.7305,59737.33
2013,2.5,50797.683000000005,59761.98
2013,3.3,26041.552,30637.12
2018,4.3,39357.55,46303.0
2010,1.0,54536.238,64160.28
2015,2.6,62754.75199999999,73829.12
2019,2.0,15446.437999999998,18172.28
2014,1.1,60656.629,71360.74
2016,3.6,66462.38399999999,78191.04
2012,1.4,27283.572,32098.32
2016,4.0,41851.3225,49236.85
2018,2.1,21930.459,25800.54
2014,4.8,18979.616,22328.96
2013,4.7,51916.181,61077.86
2016,2.2,31072.616999999995,36556.02
2018,3.1,56872.7435,66909.11
2018,5.0,54914.8195,64605.67
2010,1.9,42931.103,50507.18
2020,3.6,31986.6135,37631.31
2010,4.9,26830.1225,31564.85
2018,4.1,37979.4535,44681.71
2010,1.5,67298.495,79174.7
2016,1.6,41866.7075,49254.95
2010,4.0,12964.599499999998,15252.47
2014,2.6,23284.6195,27393.67
2013,2.4,36948.582,43468.92
2010,2.8,13102.75,15415.0
2017,4.4,64328.7395,75680.87
2012,3.9,33658.9205,39598.73
2012,2.9,49175.6705,57853.73
2016,2.5,19144.2865,22522.69
2010,1.8,25467.4025,29961.65
2013,3.8,50295.775,59171.5
2019,1.1,34661.538,40778.28
2015,3.7,54325.7865,63912.69
2010,4.0,32734.758,38511.48
2010,2.1,62814.9915,73899.99
2018,3.9,54531.4865,64154.69
2019,4.7,41154.1695,48416.67
2019,4.3,51452.3615,60532.19
2014,3.5,58864.39549999999,69252.23
2020,1.7,45937.026,54043.56
2018,1.6,63981.11499999999,75271.9
2017,4.0,58461.4615,68778.19
2011,4.4,20625.9215,24265.79
2010,5.0,40046.322,47113.32
2014,3.0,45318.7445,53316.17
2019,1.4,49319.924,58023.44
2015,1.4,57520.8345,67671.57
2014,2.4,59385.607,69865.42
2010,2.9,41582.3825,48920.45
2017,1.2,46715.643,54959.58
2020,3.2,53985.846,63512.76
2014,3.7,20953.0355,24650.63
2010,2.5,57955.363,68182.78
2017,2.1,12770.6805,15024.33
2016,4.7,34351.831999999995,40413.92
2015,3.3,21578.0235,25385.91
2019,1.9,26723.83,31439.8
2015,4.0,46169.127,54316.62
2014,1.1,17167.4075,20196.95
2019,2.4,54464.039,64075.34
2014,1.0,20862.6975,24544.35
2018,3.9,24217.2735,28490.91
2014,3.0,32678.726,38445.56
2018,2.2,25153.37,29592.2
2012,2.2,35415.505000000005,41665.3
2011,3.4,53517.6405,62961.93
2016,5.0,38359.7435,45129.11
2014,4.1,30036.4245,35336.97
2012,3.9,46068.58899999999,54198.34
2020,2.0,67205.9555,79065.83
2019,3.9,46820.295,55082.7
2020,3.1,21999.6915,25881.99
2019,1.8,26574.4255,31264.03
2019,3.3,67699.916,79646.96
2011,3.4,58737.635,69103.1
2014,1.6,56835.92149999999,66865.79
2012,2.5,67823.8885,79792.81
2015,4.5,48202.633,56708.98
2015,2.0,61598.8455,72469.23
2015,4.0,44120.61,51906.6
2016,2.3,26486.782,31160.92
2019,1.4,36961.247,43483.82
2012,4.9,23351.8205,27472.73
2017,4.0,42679.5285,50211.21
2018,5.0,27814.7795,32723.27
2020,2.1,33386.0535,39277.71
2015,2.0,54367.122,63961.32
2011,2.5,26371.4455,31025.23
2016,4.9,38485.6115,45277.19
2017,2.8,44480.0495,52329.47
2020,1.6,30497.5155,35879.43
2016,3.5,24198.956,28469.36
2015,3.3,62739.027,73810.62
2013,2.2,42861.029,50424.74
2019,3.8,34973.7685,41145.61
2018,4.9,33254.830500000004,39123.33
2019,1.8,25605.502,30124.12
2011,4.6,14551.158499999998,17119.01
2020,2.8,47134.5145,55452.37
2015,2.1,46298.939,54469.34
2018,2.1,57307.1105,67420.13
2016,4.4,20459.823,24070.38
2013,3.5,36624.4345,43087.57
2020,4.4,48766.03,57371.8
2014,2.3,40510.031,47658.86
2013,4.6,42324.033,49792.98
2018,3.6,16549.8315,19470.39
2014,4.2,33533.112,39450.72
2010,1.1,30368.485499999995,35727.63
2010,5.0,62788.5735,73868.91
2019,2.1,22402.073,26355.38
2013,1.1,18147.0325,21349.45
2013,4.4,56378.7915,66327.99
2012,1.8,35304.784,41535.04
2011,4.6,21095.079,24817.74
2015,1.9,43892.5465,51638.29
2018,3.0,60393.59649999999,71051.29
2013,3.7,20136.9505,23690.53
2013,2.0,35180.6585,41389.01
2018,2.0,16590.435999999998,19518.16
2020,2.6,32476.1455,38207.23
2010,3.5,41282.273,48567.38
2019,4.2,18862.367,22191.02
2016,4.3,26093.997,30698.82
2012,1.8,65618.47,77198.2
2020,4.9,19935.084,23453.04
2010,1.8,29420.999,34612.94
2010,1.1,54202.2475,63767.35
2019,3.2,26173.6165,30792.49
2019,3.2,47408.852,55775.12
2017,3.2,50400.4185,59294.61
2018,3.9,45762.4445,53838.17
2015,3.3,53155.702,62536.12
2015,4.4,60352.0485,71002.41
2011,4.5,33851.777,39825.62
2013,4.8,19040.153,22400.18
2015,1.5,43384.595,51040.7
2019,2.4,19012.137,22367.22
2013,3.9,13313.822,15663.32
2015,1.3,43467.6655,51138.43
2018,2.7,21504.6515,25299.59
2013,3.4,46786.0485,55042.41
2015,1.5,13918.24,16374.4
2011,1.9,59688.8615,70222.19
2013,2.1,49796.077,58583.62
2015,3.7,26521.649,31201.94
2012,1.9,61949.3515,72881.59
2013,3.4,63772.032,75025.92
2016,1.5,53484.4735,62922.91
2017,3.6,59580.0105,70094.13
2017,3.3,46966.189,55254.34
2016,2.1,46398.151,54586.06
2019,3.2,27655.124,32535.44
2015,4.9,35039.482,41222.92
2011,4.7,56958.6275,67010.15
2013,2.1,46037.649,54161.94
2015,3.3,30418.8565,35786.89
2019,4.1,48420.8535,56965.71
2014,3.3,53855.898,63359.88
2020,2.2,51484.347,60569.82
2020,3.4,39896.5775,46937.15
2010,3.9,48144.323,56640.38
