Make,Model,Year,Engine Size (L),Fuel Type,Price (USD),Price (EUR)
Ford,Mustang,2017,3.0,Petrol,54263.97,46124.3745
Volkswagen,Golf,2016,2.3,Hybrid,25074.19,21313.0615
Mercedes-Benz,E-Class,2019,4.9,Electric,79237.71,67352.05350000001
Nissan,Rogue,2010,3.7,Diesel,64436.12,54770.702
Hyundai,Kona,2017,4.2,Petrol,42489.42,36116.007
Ford,Explorer,2015,2.3,Petrol,61719.96,52461.966
Nissan,Altima,2018,3.2,Diesel,16490.32,14016.771999999999
Chevrolet,Spark,2019,3.0,Electric,27293.13,23199.1605
Mercedes-Benz,GLC,2018,1.2,Petrol,50730.9,43121.265
Nissan,Altima,2017,4.8,Electric,64394.41,54735.2485
Audi,A3,2017,1.3,Petrol,21129.04,17959.684
Ford,Explorer,2013,1.8,Petrol,64909.75,55173.2875
Hyundai,Kona,2012,2.5,Electric,70137.04,59616.48399999999
Ford,Focus,2014,2.9,Diesel,77885.99,66203.09150000001
Chevrolet,Tahoe,2017,4.5,Electric,47995.98,40796.583
Mercedes-Benz,GLC,2012,1.7,Diesel,62408.75,53047.4375
Honda,Fit,2015,2.6,Petrol,70206.17,59675.24449999999
BMW,3 Series,2013,2.7,Petrol,60966.49,51821.5165
Volkswagen,Atlas,2014,3.4,Hybrid,65357.29,55553.6965
Audi,A3,2015,4.5,Diesel,76969.73,65424.27049999999
Chevrolet,Malibu,2018,1.6,Hybrid,43427.38,36913.272999999994
Volkswagen,Atlas,2017,2.8,Petrol,56854.62,48326.427
Toyota,RAV4,2019,1.7,Electric,76234.99,64799.741500000004
Mercedes-Benz,GLA,2015,4.1,Electric,31039.76,26383.796
Volkswagen,Jetta,2012,1.4,Hybrid,70885.68,60252.827999999994
BMW,X3,2015,4.8,Electric,71154.68,60481.477999999996
Hyundai,Sonata,2012,1.5,Electric,15550.84,13218.214
Ford,F-150,2010,2.9,Diesel,24961.18,21217.003
Nissan,Sentra,2011,3.2,Hybrid,52850.28,44922.738
Hyundai,Kona,2020,1.3,Diesel,25826.42,21952.457
Toyota,RAV4,2012,4.7,Hybrid,24824.92,21101.181999999997
Ford,Mustang,2017,5.0,Diesel,22443.12,19076.652
Volkswagen,Atlas,2013,2.7,Petrol,25644.72,21798.012
Mercedes-Benz,GLA,2019,1.3,Diesel,65249.44,55462.024
Nissan,Murano,2018,2.7,Diesel,41907.69,35621.5365
Nissan,Altima,2010,1.8,Diesel,61040.44,51884.374
Ford,Fiesta,2014,1.8,Electric,23998.05,20398.3425
Toyota,Highlander,2014,3.5,Electric,46569.2,39583.82
Chevrolet,Impala,2012,3.4,Hybrid,28394.02,24134.917
Volkswagen,Atlas,2019,3.1,Diesel,79544.82,67613.09700000001
BMW,7 Series,2015,4.0,Hybrid,49379.34,41972.439
Mercedes-Benz,GLA,2016,2.1,Diesel,20523.06,17444.601000000002
BMW,7 Series,2017,5.0,Electric,76821.11,65297.9435
Chevrolet,Spark,2014,2.1,Hybrid,20179.34,17152.439
Audi,A6,2013,4.2,Diesel,71269.35,60578.9475
Mercedes-Benz,C-Class,2019,1.3,Hybrid,23698.62,20143.826999999997
Chevrolet,Malibu,2015,1.9,Diesel,35648.74,30301.428999999996
Honda,CR-V,2020,2.3,Electric,55672.24,47321.403999999995
Chevrolet,Tahoe,2012,2.3,Electric,42067.93,35757.7405
Nissan,Murano,2019,3.3,Diesel,21909.49,18623.0665
Mercedes-Benz,E-Class,2016,1.4,Diesel,22395.12,19035.852
Ford,F-150,2015,3.3,Diesel,71043.41,60386.8985
BMW,X3,2017,2.4,Electric,48632.95,41338.0075
Nissan,Altima,2012,4.2,Hybrid,40518.96,34441.116
Ford,F-150,2019,4.5,Electric,50787.41,43169.298500000004
Audi,A4,2010,1.1,Diesel,70849.43,60222.015499999994
Mercedes-Benz,GLC,2015,4.6,Petrol,55145.0,46873.25
Honda,Civic,2019,4.6,Diesel,73982.46,62885.091
Honda,CR-V,2019,3.6,Petrol,68315.22,58067.937
Nissan,Altima,2018,4.4,Diesel,64510.63,54834.0355
Honda,Fit,2016,2.9,Electric,59814.62,50842.427
Mercedes-Benz,C-Class,2018,2.3,Diesel,35872.99,30492.041499999996
Nissan,Sentra,2010,1.8,Petrol,27723.51,23564.9835
Chevrolet,Equinox,2012,4.4,Hybrid,49230.52,41845.941999999995
Toyota,Corolla,2013,1.7,Diesel,69209.81,58828.3385
Mercedes-Benz,GLA,2015,4.1,Diesel,30899.7,26264.745
BMW,7 Series,2015,4.5,Diesel,54909.9,46673.415
Honda,Pilot,2016,2.9,Electric,59049.55,50192.1175
BMW,X3,2015,1.5,Diesel,76487.84,65014.664
Toyota,Corolla,2016,5.0,Diesel,19217.62,16334.976999999999
Toyota,Highlander,2015,1.9,Petrol,23800.53,20230.4505
Chevrolet,Malibu,2017,4.3,Electric,54567.0,46381.95
Chevrolet,Tahoe,2020,2.7,Electric,21970.69,18675.086499999998
Nissan,Versa,2011,3.7,Petrol,25332.95,21533.0075
Audi,A4,2019,2.4,Hybrid,71971.59,61175.8515
Hyundai,Kona,2020,4.8,Petrol,77195.66,65616.311
Nissan,Murano,2016,1.7,Hybrid,73846.56,62769.575999999994
Mercedes-Benz,GLA,2010,2.8,Electric,70380.8,59823.68
BMW,7 Series,2017,2.4,Electric,71524.95,60796.2075
Nissan,Rogue,2013,2.7,Diesel,71722.85,60964.4225
BMW,5 Series,2010,3.7,Diesel,62543.21,53161.7285
Ford,Fiesta,2011,4.8,Hybrid,38167.74,32442.578999999998
Chevrolet,Tahoe,2017,3.6,Hybrid,28662.49,24363.1165
BMW,X5,2010,3.0,Electric,18872.62,16041.726999999999
Ford,Explorer,2016,2.4,Petrol,30441.23,25875.0455
Chevrolet,Impala,2019,3.9,Petrol,41818.35,35545.597499999996
Toyota,Prius,2020,3.9,Diesel,42181.52,35854.291999999994
BMW,3 Series,2018,2.1,Diesel,65268.8,55478.48
Chevrolet,Malibu,2016,1.5,Diesel,41466.01,35246.1085
Hyundai,Kona,2015,2.6,Petrol,17595.95,14956.5575
Audi,A4,2011,4.7,Hybrid,58394.86,49635.631
Nissan,Murano,2010,1.2,Petrol,59580.48,50643.408
Ford,Explorer,2010,5.0,Hybrid,49008.15,41656.9275
Nissan,Versa,2017,2.9,Hybrid,16704.42,14198.756999999998
Volkswagen,Atlas,2011,1.5,Diesel,72108.13,61291.910500000005
Chevrolet,Impala,2017,4.3,Petrol,33719.21,28661.3285
Ford,Explorer,2018,4.2,Petrol,64504.46,54828.791
Toyota,Highlander,2020,4.6,Hybrid,45005.24,38254.454
Mercedes-Benz,GLA,2015,4.7,Hybrid,19776.18,16809.753
Honda,Fit,2011,1.3,Diesel,59862.44,50883.074
Audi,Q7,2017,3.2,Hybrid,36265.02,30825.266999999996
Toyota,Camry,2011,4.9,Petrol,42715.28,36307.988
Toyota,Camry,2015,3.4,Petrol,30101.26,25586.070999999996
Volkswagen,Passat,2017,1.7,Diesel,36267.97,30827.7745
Honda,Civic,2011,2.9,Petrol,17002.72,14452.312
Hyundai,Elantra,2020,1.3,Petrol,63012.78,53560.863
Chevrolet,Tahoe,2015,3.7,Hybrid,28012.91,23810.9735
BMW,X3,2014,3.7,Hybrid,39431.55,33516.817500000005
Volkswagen,Jetta,2015,2.7,Hybrid,15956.55,13563.0675
Ford,Explorer,2018,2.9,Hybrid,45374.22,38568.087
Nissan,Sentra,2020,3.5,Electric,48021.82,40818.547
Volkswagen,Tiguan,2013,1.4,Hybrid,39654.26,33706.121
Mercedes-Benz,E-Class,2015,2.4,Petrol,47321.6,40223.36
BMW,5 Series,2016,3.1,Petrol,61314.81,52117.5885
Ford,Focus,2020,2.8,Diesel,66593.03,56604.0755
Hyundai,Sonata,2011,1.2,Petrol,49106.43,41740.4655
Toyota,Camry,2010,4.9,Hybrid,72456.07,61587.6595
Audi,Q5,2017,5.0,Petrol,29950.35,25457.797499999997
Volkswagen,Passat,2014,4.4,Diesel,53874.92,45793.682
Nissan,Versa,2015,2.5,Diesel,72360.34,61506.289
Hyundai,Kona,2013,1.7,Diesel,79936.83,67946.3055
Volkswagen,Atlas,2016,4.8,Petrol,41131.98,34962.183000000005
Nissan,Rogue,2015,3.9,Diesel,43811.73,37239.9705
Honda,Civic,2018,1.0,Hybrid,66818.04,56795.333999999995
Mercedes-Benz,S-Class,2011,1.5,Diesel,54224.36,46090.706
Ford,F-150,2011,1.1,Petrol,31689.41,26935.998499999998
Chevrolet,Tahoe,2020,3.9,Electric,45444.46,38627.791
Chevrolet,Tahoe,2020,1.3,Hybrid,32996.82,28047.297
Mercedes-Benz,C-Class,2018,3.7,Petrol,40123.76,34105.196
Ford,Mustang,2011,4.7,Electric,72854.09,61925.9765
Hyundai,Elantra,2014,1.1,Petrol,57802.98,49132.533
Mercedes-Benz,C-Class,2019,1.8,Diesel,23091.71,19627.9535
Honda,Fit,2011,1.2,Diesel,75309.69,64013.2365
Audi,A3,2015,2.0,Hybrid,71283.82,60591.247
Volkswagen,Tiguan,2019,4.0,Diesel,49073.83,41712.7555
Hyundai,Santa Fe,2016,4.4,Electric,57702.22,49046.887
Ford,Mustang,2017,4.5,Electric,72129.78,61310.312999999995
Nissan,Altima,2014,1.7,Hybrid,54768.57,46553.2845
Chevrolet,Malibu,2011,2.7,Electric,75728.09,64368.8765
Ford,F-150,2013,4.0,Petrol,37558.87,31925.039500000003
Nissan,Rogue,2011,1.5,Petrol,35122.89,29854.4565
Chevrolet,Impala,2010,2.9,Petrol,72148.37,61326.114499999996
Volkswagen,Tiguan,2012,1.5,Electric,60004.17,51003.544499999996
Volkswagen,Atlas,2016,4.2,Hybrid,48539.9,41258.915
Volkswagen,Tiguan,2019,1.9,Hybrid,21807.7,18536.545000000002
Audi,A3,2014,4.4,Electric,33913.16,28826.186
Ford,Focus,2014,1.4,Petrol,28080.4,23868.34
Chevrolet,Spark,2020,4.2,Electric,49669.22,42218.837
Volkswagen,Jetta,2011,3.9,Electric,57332.0,48732.2
Hyundai,Sonata,2013,1.2,Diesel,72659.86,61760.881
Chevrolet,Malibu,2019,3.0,Electric,65793.84,55924.763999999996
Mercedes-Benz,GLA,2014,2.1,Petrol,72332.3,61482.455
Toyota,Camry,2011,4.5,Petrol,61492.53,52268.650499999996
Volkswagen,Atlas,2017,3.8,Hybrid,36452.99,30985.041499999996
Volkswagen,Jetta,2014,3.1,Hybrid,68757.92,58444.231999999996
Volkswagen,Atlas,2018,4.5,Electric,66637.13,56641.5605
Toyota,Camry,2015,4.8,Electric,19447.23,16530.1455
Chevrolet,Spark,2017,3.2,Petrol,27149.64,23077.194
Volkswagen,Jetta,2018,1.1,Petrol,21444.4,18227.74
Audi,A4,2011,1.1,Hybrid,22179.4,18852.49
Chevrolet,Malibu,2010,1.7,Petrol,35937.59,30546.951499999996
BMW,X5,2019,2.6,Petrol,46623.84,39630.263999999996
Hyundai,Kona,2014,4.4,Petrol,15031.68,12776.928
Chevrolet,Spark,2017,1.5,Diesel,49096.98,41732.433000000005
Honda,Civic,2010,1.2,Electric,30515.08,25937.818
Hyundai,Tucson,2010,4.7,Petrol,30976.86,26330.331
Honda,Pilot,2018,2.2,Hybrid,42895.48,36461.158
Volkswagen,Atlas,2019,1.9,Diesel,31216.88,26534.348
Nissan,Murano,2012,4.2,Diesel,79202.98,67322.533
BMW,5 Series,2017,3.7,Petrol,38563.18,32778.703
Mercedes-Benz,S-Class,2016,1.6,Diesel,22477.75,19106.087499999998
Hyundai,Santa Fe,2016,1.2,Petrol,70471.71,59900.9535
Ford,F-150,2018,4.7,Hybrid,57254.02,48665.916999999994
BMW,X3,2013,1.7,Hybrid,48463.31,41193.8135
Hyundai,Kona,2014,2.7,Hybrid,15368.88,13063.547999999999
Mercedes-Benz,S-Class,2012,5.0,Electric,50158.81,42634.9885
Audi,A6,2018,2.3,Hybrid,20989.68,17841.228
Volkswagen,Tiguan,2017,4.7,Petrol,40392.55,34333.6675
Hyundai,Kona,2015,3.7,Hybrid,33650.74,28603.128999999997
Audi,A4,2013,3.3,Electric,74515.97,63338.5745
Hyundai,Sonata,2018,3.1,Hybrid,54243.76,46107.196
BMW,7 Series,2019,4.6,Diesel,65468.79,55648.4715
Chevrolet,Equinox,2011,1.4,Hybrid,49139.92,41768.932
Chevrolet,Malibu,2011,4.6,Hybrid,40922.13,34783.8105
Audi,A6,2016,3.6,Diesel,18228.62,15494.327
Volkswagen,Golf,2020,3.9,Hybrid,41479.04,35257.184
Honda,CR-V,2017,3.5,Hybrid,63287.73,53794.5705
Mercedes-Benz,C-Class,2010,2.3,Petrol,26647.33,22650.2305
Audi,Q7,2011,3.9,Petrol,30351.09,25798.426499999998
Mercedes-Benz,GLA,2017,1.6,Diesel,26282.68,22340.278
Chevrolet,Spark,2016,2.2,Petrol,15398.43,13088.6655
Ford,Mustang,2018,3.5,Petrol,74142.83,63021.4055
Chevrolet,Spark,2011,1.0,Petrol,38778.22,32961.487
Nissan,Rogue,2017,2.2,Petrol,21995.39,18696.0815
Nissan,Versa,2012,3.8,Hybrid,37029.46,31475.040999999997
Honda,Fit,2014,3.4,Petrol,72044.07,61237.459500000004
Toyota,Corolla,2010,4.1,Hybrid,20653.89,17555.8065
Ford,Mustang,2011,4.3,Hybrid,70569.86,59984.381
Honda,Pilot,2015,3.0,Hybrid,71664.23,60914.595499999996
Ford,F-150,2020,2.4,Diesel,59389.54,50481.109
Nissan,Sentra,2011,4.3,Electric,79369.02,67463.667
Mercedes-Benz,C-Class,2010,3.1,Petrol,19431.61,16516.8685
Nissan,Rogue,2013,1.9,Hybrid,73076.9,62115.36499999999
Chevrolet,Impala,2015,4.7,Petrol,28602.22,24311.887
BMW,5 Series,2020,3.9,Hybrid,52469.74,44599.278999999995
Toyota,RAV4,2012,4.2,Petrol,71979.12,61182.25199999999
Audi,A6,2020,2.4,Diesel,16692.95,14189.0075
Mercedes-Benz,E-Class,2012,2.6,Electric,21565.67,18330.819499999998
Nissan,Rogue,2011,2.7,Electric,54838.85,46613.0225
Toyota,Prius,2011,3.0,Diesel,46588.9,39600.565
Volkswagen,Golf,2012,4.1,Electric,23023.57,19570.034499999998
Toyota,Corolla,2012,3.6,Electric,74435.43,63270.11549999999
Audi,A3,2015,3.8,Petrol,23298.12,19803.402
Chevrolet,Equinox,2019,3.6,Diesel,51579.94,43842.949
Audi,Q5,2014,4.1,Diesel,47454.54,40336.359
Hyundai,Kona,2010,2.6,Diesel,38825.46,33001.640999999996
BMW,X3,2019,3.6,Petrol,26847.58,22820.443
Mercedes-Benz,C-Class,2010,1.2,Hybrid,50090.92,42577.282
Chevrolet,Spark,2015,3.4,Petrol,61177.33,52000.7305
Volkswagen,Passat,2015,2.3,Petrol,49299.64,41904.693999999996
Nissan,Rogue,2015,4.9,Electric,55564.94,47230.199
Honda,Pilot,2018,1.2,Hybrid,38592.95,32804.0075
Honda,Fit,2019,1.3,Hybrid,15065.51,12805.6835
Mercedes-Benz,E-Class,2015,3.1,Electric,44689.67,37986.2195
Toyota,RAV4,2012,4.5,Diesel,55823.52,47449.992
BMW,5 Series,2010,2.2,Hybrid,53616.37,45573.9145
Mercedes-Benz,E-Class,2017,2.5,Electric,46050.59,39143.0015
Hyundai,Santa Fe,2016,2.7,Hybrid,37284.05,31691.4425
Mercedes-Benz,E-Class,2017,3.7,Hybrid,50656.9,43058.365
Volkswagen,Jetta,2015,2.8,Petrol,47822.76,40649.346
Nissan,Rogue,2019,4.4,Petrol,31696.11,26941.6935
BMW,X5,2012,1.5,Diesel,24545.37,20863.5645
Chevrolet,Spark,2012,2.2,Diesel,38615.95,32823.557499999995
BMW,X3,2016,3.0,Electric,48133.65,40913.6025
Mercedes-Benz,GLC,2010,3.0,Diesel,75630.48,64285.907999999996
Chevrolet,Spark,2013,2.4,Diesel,57322.31,48723.9635
Toyota,Camry,2010,4.8,Diesel,78802.46,66982.091
Honda,Civic,2015,1.2,Electric,75826.61,64452.6185
Chevrolet,Malibu,2020,4.8,Electric,24247.77,20610.6045
Audi,Q7,2017,1.0,Hybrid,44748.44,38036.174
BMW,X3,2017,3.8,Petrol,74208.75,63077.4375
Audi,Q7,2015,2.6,Hybrid,33831.06,28756.400999999998
Chevrolet,Malibu,2011,3.6,Electric,33551.79,28519.0215
Volkswagen,Atlas,2020,3.0,Diesel,20978.58,17831.793
Volkswagen,Golf,2011,2.0,Hybrid,76545.15,65063.377499999995
Mercedes-Benz,GLC,2017,2.5,Electric,58108.57,49392.2845
Honda,Civic,2014,2.9,Hybrid,25560.45,21726.3825
Honda,CR-V,2012,2.1,Petrol,55199.29,46919.3965
Ford,Fiesta,2011,2.0,Electric,55208.64,46927.344
Audi,A6,2020,1.3,Hybrid,28081.04,23868.884000000002
Audi,A6,2013,2.0,Hybrid,44416.58,37754.093
Mercedes-Benz,C-Class,2015,1.4,Electric,66570.9,56585.26499999999
Hyundai,Elantra,2013,3.8,Electric,19167.97,16292.774500000001
Volkswagen,Jetta,2013,1.1,Electric,37796.57,32127.084499999997
Nissan,Rogue,2020,3.8,Hybrid,32466.82,27596.797
BMW,X5,2012,2.9,Diesel,19717.29,16759.696500000002
Audi,A6,2019,3.8,Diesel,20283.09,17240.6265
Toyota,Prius,2012,2.8,Hybrid,71271.73,60580.970499999996
Chevrolet,Equinox,2016,5.0,Diesel,44557.53,37873.900499999996
Honda,Civic,2019,1.5,Diesel,74636.02,63440.617
Mercedes-Benz,S-Class,2019,4.0,Diesel,72171.97,61346.1745
Volkswagen,Golf,2010,2.1,Petrol,55703.3,47347.805
Hyundai,Tucson,2012,4.7,Petrol,35825.34,30451.538999999997
Ford,Fiesta,2017,2.8,Diesel,49823.51,42349.9835
Honda,Fit,2016,1.1,Petrol,44209.17,37577.794499999996
Honda,Pilot,2010,2.8,Petrol,20509.73,17433.2705
BMW,5 Series,2013,2.4,Diesel,55163.7,46889.145
Chevrolet,Impala,2010,1.6,Hybrid,33052.19,28094.361500000003
Hyundai,Sonata,2020,3.9,Hybrid,53866.62,45786.627
Toyota,Corolla,2015,4.4,Electric,21976.87,18680.3395
Volkswagen,Atlas,2016,3.2,Electric,39978.6,33981.81
BMW,5 Series,2014,2.9,Hybrid,65339.92,55538.932
Hyundai,Elantra,2019,2.4,Electric,72751.49,61838.766500000005
Hyundai,Sonata,2011,2.0,Diesel,50077.44,42565.824
Chevrolet,Impala,2018,2.2,Diesel,60935.88,51795.498
Hyundai,Kona,2018,1.0,Hybrid,57331.64,48731.894
BMW,X5,2014,2.6,Hybrid,28537.8,24257.129999999997
Chevrolet,Spark,2015,2.5,Electric,30879.96,26247.966
Honda,Civic,2012,2.6,Hybrid,46896.05,39861.6425
Volkswagen,Passat,2019,3.2,Diesel,17166.42,14591.456999999999
Audi,Q7,2016,3.7,Diesel,39270.88,33380.248
Volkswagen,Tiguan,2018,4.3,Hybrid,69108.03,58741.8255
Volkswagen,Tiguan,2011,3.2,Petrol,46652.67,39654.769499999995
Chevrolet,Spark,2015,4.3,Diesel,38767.05,32951.9925
Chevrolet,Spark,2010,4.3,Diesel,46144.68,39222.978
Ford,Focus,2013,3.4,Diesel,70200.94,59670.799
BMW,3 Series,2013,2.3,Diesel,56684.32,48181.672
Ford,Focus,2018,4.0,Hybrid,41240.48,35054.408
Honda,Pilot,2013,4.7,Electric,53263.89,45274.3065
Honda,Accord,2018,4.9,Diesel,75553.16,64220.186
Ford,Mustang,2012,4.7,Petrol,39228.56,33344.276
Nissan,Rogue,2010,1.8,Diesel,39877.55,33895.9175
Chevrolet,Tahoe,2014,3.9,Petrol,60239.74,51203.778999999995
Toyota,RAV4,2020,4.1,Diesel,57604.99,48964.2415
BMW,3 Series,2014,2.2,Petrol,36754.94,31241.699
Ford,F-150,2013,4.4,Diesel,26260.53,22321.4505
Honda,Accord,2011,2.3,Diesel,43674.36,37123.206
Volkswagen,Atlas,2020,4.2,Diesel,50700.92,43095.782
Mercedes-Benz,S-Class,2020,1.1,Electric,73504.08,62478.468
Honda,Civic,2012,1.1,Diesel,47092.43,40028.5655
Audi,A4,2013,2.2,Hybrid,32812.31,27890.463499999998
Audi,A4,2017,3.2,Diesel,16261.43,13822.2155
Nissan,Rogue,2011,2.0,Petrol,54423.6,46260.06
Toyota,Highlander,2010,2.9,Hybrid,42277.07,35935.5095
Chevrolet,Malibu,2013,4.5,Diesel,23810.93,20239.2905
Mercedes-Benz,C-Class,2014,4.2,Electric,56243.23,47806.745500000005
Audi,A4,2016,1.8,Petrol,18733.74,15923.679
Volkswagen,Jetta,2013,1.3,Hybrid,72329.07,61479.709500000004
Nissan,Sentra,2010,1.7,Hybrid,79228.01,67343.8085
Honda,Accord,2020,1.4,Diesel,67516.46,57388.991
Audi,A3,2017,2.2,Hybrid,58087.77,49374.604499999994
Nissan,Rogue,2019,4.5,Hybrid,79484.45,67561.7825
Honda,Civic,2018,2.6,Diesel,66186.84,56258.814
Ford,Explorer,2012,3.4,Diesel,72024.17,61220.544499999996
Volkswagen,Passat,2020,1.0,Electric,62427.6,53063.46
Audi,A6,2019,1.3,Petrol,55002.35,46751.9975
Mercedes-Benz,C-Class,2016,4.2,Electric,55405.69,47094.8365
BMW,3 Series,2018,1.9,Petrol,32258.95,27420.1075
Ford,Mustang,2020,1.9,Petrol,67317.99,57220.2915
Chevrolet,Equinox,2013,4.2,Petrol,38246.37,32509.414500000003
Hyundai,Kona,2013,2.2,Electric,21541.93,18310.6405
Audi,Q5,2011,1.4,Petrol,46932.53,39892.650499999996
Audi,A6,2015,3.1,Petrol,49702.16,42246.836
Audi,A3,2010,4.1,Diesel,79973.56,67977.526
Volkswagen,Golf,2010,2.8,Hybrid,58935.5,50095.174999999996
Toyota,Camry,2019,3.4,Electric,54301.2,46156.02
Volkswagen,Atlas,2019,1.7,Hybrid,79206.37,67325.4145
Ford,Fiesta,2013,2.3,Hybrid,37555.14,31921.869
Audi,A4,2015,4.4,Electric,44975.75,38229.3875
BMW,7 Series,2012,1.2,Hybrid,61518.76,52290.946
Volkswagen,Passat,2017,2.6,Hybrid,18703.95,15898.3575
Honda,Fit,2019,1.2,Electric,35704.73,30349.020500000002
Chevrolet,Tahoe,2019,4.4,Hybrid,23698.19,20143.461499999998
Ford,Mustang,2019,1.5,Electric,64657.05,54958.4925
Honda,CR-V,2010,4.7,Hybrid,35381.26,30074.071
Hyundai,Sonata,2013,2.6,Petrol,45433.59,38618.551499999994
Hyundai,Elantra,2020,4.2,Electric,71202.79,60522.371499999994
Mercedes-Benz,GLC,2010,3.2,Petrol,66112.69,56195.7865
Ford,Mustang,2012,4.4,Diesel,24303.6,20658.059999999998
BMW,3 Series,2018,2.7,Diesel,70707.87,60101.68949999999
Audi,Q5,2019,2.1,Diesel,41414.43,35202.2655
Honda,CR-V,2015,4.9,Petrol,26547.4,22565.29
Toyota,Highlander,2015,3.1,Hybrid,63271.13,53780.460499999994
BMW,3 Series,2015,5.0,Diesel,72353.95,61500.8575
Audi,Q5,2017,2.6,Hybrid,18890.17,16056.644499999999
Ford,F-150,2019,1.6,Hybrid,31485.79,26762.9215
Nissan,Altima,2010,4.8,Electric,43152.03,36679.2255
Toyota,Corolla,2010,3.7,Petrol,45412.29,38600.4465
Toyota,Highlander,2015,3.6,Petrol,40941.47,34800.2495
Toyota,Corolla,2011,3.4,Diesel,67271.75,57180.987499999996
BMW,3 Series,2019,1.9,Petrol,18440.41,15674.3485
Toyota,RAV4,2017,2.0,Hybrid,33144.97,28173.2245
Honda,Civic,2016,3.3,Hybrid,19890.36,16906.806
Hyundai,Elantra,2020,1.2,Petrol,53355.27,45351.979499999994
Hyundai,Tucson,2017,1.4,Diesel,54036.85,45931.322499999995
Nissan,Versa,2012,4.3,Diesel,64306.23,54660.2955
Honda,Fit,2015,2.7,Diesel,55347.59,47045.451499999996
Nissan,Versa,2011,3.2,Petrol,34926.95,29687.907499999998
Volkswagen,Golf,2013,4.6,Diesel,31790.36,27021.806
Toyota,Corolla,2011,3.1,Hybrid,62073.14,52762.169
Ford,F-150,2015,1.5,Petrol,27954.16,23761.036
Volkswagen,Jetta,2014,4.5,Diesel,59617.12,50674.552
BMW,7 Series,2017,1.2,Hybrid,31249.77,26562.3045
Hyundai,Sonata,2017,1.0,Diesel,28688.31,24385.0635
BMW,7 Series,2018,3.9,Diesel,77685.29,66032.4965
Hyundai,Santa Fe,2010,3.2,Hybrid,17456.32,14837.872
Ford,Focus,2014,4.8,Petrol,73432.69,62417.7865
BMW,3 Series,2016,2.2,Petrol,71365.68,60660.827999999994
Audi,A3,2020,2.6,Diesel,42814.6,36392.409999999996
Honda,CR-V,2012,2.8,Diesel,66800.73,56780.6205
Honda,Fit,2019,3.1,Hybrid,60158.62,51134.827
Audi,A6,2019,2.6,Diesel,27037.59,22981.9515
Ford,Mustang,2018,3.1,Hybrid,33302.12,28306.802
Ford,Fiesta,2013,4.9,Electric,15555.59,13222.2515
Audi,A4,2013,1.1,Petrol,69781.25,59314.0625
BMW,X5,2015,4.5,Hybrid,29393.46,24984.441
Nissan,Versa,2014,1.9,Diesel,26475.02,22503.767
Hyundai,Tucson,2014,3.5,Hybrid,54218.47,46085.6995
Nissan,Sentra,2020,3.2,Hybrid,48355.66,41102.311
BMW,5 Series,2012,4.1,Hybrid,62224.05,52890.442500000005
Volkswagen,Golf,2014,3.7,Petrol,31473.66,26752.611
Volkswagen,Jetta,2015,3.9,Diesel,55904.26,47518.621
Nissan,Rogue,2015,4.6,Petrol,25782.4,21915.04
Mercedes-Benz,C-Class,2017,1.7,Hybrid,65477.14,55655.568999999996
Hyundai,Kona,2015,1.5,Petrol,21869.01,18588.658499999998
BMW,3 Series,2012,1.1,Diesel,16283.25,13840.762499999999
Volkswagen,Tiguan,2013,1.4,Electric,18000.9,15300.765000000001
Toyota,RAV4,2020,3.0,Hybrid,55283.9,46991.315
Ford,Fiesta,2017,4.9,Diesel,39918.63,33930.835499999994
Ford,Mustang,2015,3.4,Hybrid,21589.46,18351.040999999997
Chevrolet,Spark,2019,5.0,Electric,39925.3,33936.505000000005
Toyota,Camry,2017,4.3,Hybrid,75607.15,64266.07749999999
Ford,Focus,2010,2.4,Hybrid,60435.96,51370.566
BMW,X5,2020,2.6,Petrol,22993.18,19544.203
Hyundai,Sonata,2011,3.2,Diesel,27452.87,23334.939499999997
Chevrolet,Tahoe,2017,4.1,Hybrid,77921.46,66233.24100000001
Audi,A6,2016,3.6,Electric,54241.87,46105.5895
Ford,Focus,2017,3.7,Petrol,58713.17,49906.1945
Chevrolet,Tahoe,2019,1.0,Petrol,61032.95,51878.0075
Hyundai,Sonata,2014,3.8,Electric,65167.0,55391.95
Hyundai,Santa Fe,2014,2.8,Hybrid,25125.69,21356.836499999998
Hyundai,Elantra,2013,2.5,Hybrid,60437.48,51371.858
Volkswagen,Passat,2016,1.2,Diesel,39859.12,33880.252
Hyundai,Tucson,2017,1.4,Electric,25403.54,21593.009000000002
Hyundai,Santa Fe,2020,4.3,Hybrid,18612.64,15820.743999999999
Nissan,Rogue,2018,1.7,Diesel,17815.54,15143.209
Mercedes-Benz,C-Class,2016,2.3,Hybrid,43991.73,37392.9705
BMW,5 Series,2014,4.3,Diesel,40507.2,34431.119999999995
Chevrolet,Impala,2013,1.5,Petrol,50708.36,43102.106
Hyundai,Santa Fe,2017,3.3,Hybrid,30705.87,26099.9895
Nissan,Sentra,2013,4.3,Diesel,64021.98,54418.683000000005
Honda,CR-V,2010,2.9,Petrol,45593.66,38754.611000000004
Nissan,Sentra,2015,2.8,Electric,66659.64,56660.693999999996
Mercedes-Benz,C-Class,2011,3.2,Diesel,17205.56,14624.726
Audi,Q7,2013,4.7,Electric,34313.06,29166.101
Volkswagen,Atlas,2010,1.3,Diesel,39772.83,33806.9055
Hyundai,Santa Fe,2013,2.9,Petrol,23599.5,20059.575
